Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias;;;;;;
Variável - Área plantada;;;;;;
Nível;Cód.;Brasil e Município;Ano x Produto das lavouras temporárias;;;
;;;2019;;;
;;;Total;;Soja (em grão);
MU;1716208;Paranã (TO);333;Hectares;-;Hectares
MU;1716307;Pau D'Arco (TO);239;Hectares;-;Hectares
MU;1716505;Pedro Afonso (TO);53410;Hectares;12000;Hectares
MU;1716604;Peixe (TO);53834;Hectares;49062;Hectares
MU;1716653;Pequizeiro (TO);1146;Hectares;250;Hectares
MU;1716703;Colméia (TO);98;Hectares;-;Hectares
MU;1717008;Pindorama do Tocantins (TO);1543;Hectares;972;Hectares
MU;1717206;Piraquê (TO);6374;Hectares;5050;Hectares
MU;1717503;Pium (TO);41929;Hectares;15566;Hectares
MU;1717800;Ponte Alta do Bom Jesus (TO);320;Hectares;-;Hectares
MU;1717909;Ponte Alta do Tocantins (TO);195;Hectares;-;Hectares
MU;1718006;Porto Alegre do Tocantins (TO);157;Hectares;-;Hectares
MU;1718204;Porto Nacional (TO);58190;Hectares;41500;Hectares
MU;1718303;Praia Norte (TO);259;Hectares;-;Hectares
MU;1718402;Presidente Kennedy (TO);31;Hectares;-;Hectares
MU;1718451;Pugmil (TO);2914;Hectares;2605;Hectares
MU;1718501;Recursolândia (TO);415;Hectares;-;Hectares
MU;1718550;Riachinho (TO);357;Hectares;-;Hectares
MU;1718659;Rio da Conceição (TO);96;Hectares;-;Hectares
MU;1718709;Rio dos Bois (TO);17687;Hectares;8890;Hectares
MU;1718758;Rio Sono (TO);5715;Hectares;3300;Hectares
MU;1718808;Sampaio (TO);592;Hectares;-;Hectares
MU;1718840;Sandolândia (TO);1010;Hectares;607;Hectares
MU;1718865;Santa Fé do Araguaia (TO);16003;Hectares;9400;Hectares
MU;1718881;Santa Maria do Tocantins (TO);11100;Hectares;7000;Hectares
MU;1718899;Santa Rita do Tocantins (TO);25160;Hectares;15000;Hectares
MU;1718907;Santa Rosa do Tocantins (TO);40943;Hectares;33500;Hectares
MU;1719004;Santa Tereza do Tocantins (TO);60;Hectares;-;Hectares
MU;1720002;Santa Terezinha do Tocantins (TO);191;Hectares;-;Hectares
MU;1720101;São Bento do Tocantins (TO);1405;Hectares;-;Hectares
MU;1720150;São Félix do Tocantins (TO);37;Hectares;-;Hectares
MU;1720200;São Miguel do Tocantins (TO);293;Hectares;-;Hectares
MU;1720259;São Salvador do Tocantins (TO);144;Hectares;-;Hectares
MU;1720309;São Sebastião do Tocantins (TO);136;Hectares;-;Hectares
MU;1720499;São Valério (TO);14618;Hectares;13609;Hectares
MU;1720655;Silvanópolis (TO);29300;Hectares;21000;Hectares
MU;1720804;Sítio Novo do Tocantins (TO);167;Hectares;-;Hectares
MU;1720853;Sucupira (TO);17232;Hectares;16210;Hectares
MU;1720903;Taguatinga (TO);3505;Hectares;940;Hectares
MU;1720937;Taipas do Tocantins (TO);135;Hectares;-;Hectares
MU;1720978;Talismã (TO);14659;Hectares;12914;Hectares
MU;1721000;Palmas (TO);21677;Hectares;15630;Hectares
MU;1721109;Tocantínia (TO);4205;Hectares;2980;Hectares
MU;1721208;Tocantinópolis (TO);412;Hectares;-;Hectares
MU;1721257;Tupirama (TO);19606;Hectares;9680;Hectares
MU;1721307;Tupiratins (TO);1071;Hectares;310;Hectares
MU;1722081;Wanderlândia (TO);1795;Hectares;550;Hectares
MU;1722107;Xambioá (TO);1336;Hectares;500;Hectares
MU;2100055;Açailândia (MA);54891;Hectares;47680;Hectares
MU;2100105;Afonso Cunha (MA);7301;Hectares;6800;Hectares
MU;2100154;Água Doce do Maranhão (MA);850;Hectares;-;Hectares
MU;2100204;Alcântara (MA);1156;Hectares;-;Hectares
MU;2100303;Aldeias Altas (MA);9086;Hectares;-;Hectares
MU;2100402;Altamira do Maranhão (MA);1055;Hectares;-;Hectares
MU;2100436;Alto Alegre do Maranhão (MA);570;Hectares;-;Hectares
MU;2100477;Alto Alegre do Pindaré (MA);613;Hectares;-;Hectares
MU;2100501;Alto Parnaíba (MA);74745;Hectares;53510;Hectares
MU;2100550;Amapá do Maranhão (MA);445;Hectares;-;Hectares
MU;2100600;Amarante do Maranhão (MA);2031;Hectares;-;Hectares
MU;2100709;Anajatuba (MA);761;Hectares;-;Hectares
MU;2100808;Anapurus (MA);9976;Hectares;7500;Hectares
MU;2100832;Apicum-Açu (MA);572;Hectares;-;Hectares
MU;2100873;Araguanã (MA);562;Hectares;-;Hectares
MU;2100907;Araioses (MA);1458;Hectares;-;Hectares
MU;2100956;Arame (MA);3335;Hectares;-;Hectares
MU;2101004;Arari (MA);3145;Hectares;-;Hectares
MU;2101103;Axixá (MA);447;Hectares;-;Hectares
MU;2101202;Bacabal (MA);2550;Hectares;-;Hectares
MU;2101251;Bacabeira (MA);197;Hectares;-;Hectares
MU;2101301;Bacuri (MA);889;Hectares;-;Hectares
MU;2101350;Bacurituba (MA);379;Hectares;-;Hectares
MU;2101400;Balsas (MA);322428;Hectares;214912;Hectares
MU;2101509;Barão de Grajaú (MA);1382;Hectares;-;Hectares
MU;2101608;Barra do Corda (MA);4045;Hectares;250;Hectares
MU;2101707;Barreirinhas (MA);2027;Hectares;-;Hectares
MU;2101731;Belágua (MA);750;Hectares;-;Hectares
MU;2101772;Bela Vista do Maranhão (MA);238;Hectares;-;Hectares
MU;2101806;Benedito Leite (MA);4985;Hectares;3752;Hectares
MU;2101905;Bequimão (MA);2056;Hectares;-;Hectares
MU;2101939;Bernardo do Mearim (MA);540;Hectares;-;Hectares
MU;2101970;Boa Vista do Gurupi (MA);202;Hectares;-;Hectares
MU;2102002;Bom Jardim (MA);14817;Hectares;12050;Hectares
MU;2102036;Bom Jesus das Selvas (MA);9028;Hectares;3520;Hectares
MU;2102077;Bom Lugar (MA);1375;Hectares;-;Hectares
MU;2102101;Brejo (MA);19005;Hectares;16100;Hectares
MU;2102150;Brejo de Areia (MA);1007;Hectares;-;Hectares
MU;2102200;Buriti (MA);15850;Hectares;13200;Hectares
MU;2102309;Buriti Bravo (MA);7477;Hectares;3380;Hectares
MU;2102325;Buriticupu (MA);35401;Hectares;30000;Hectares
MU;2102358;Buritirana (MA);302;Hectares;-;Hectares
MU;2102374;Cachoeira Grande (MA);623;Hectares;-;Hectares
MU;2102408;Cajapió (MA);578;Hectares;-;Hectares
MU;2102507;Cajari (MA);899;Hectares;-;Hectares
MU;2102556;Campestre do Maranhão (MA);7476;Hectares;-;Hectares
MU;2102606;Cândido Mendes (MA);706;Hectares;-;Hectares
MU;2102705;Cantanhede (MA);1795;Hectares;-;Hectares
MU;2102754;Capinzal do Norte (MA);1129;Hectares;-;Hectares
MU;2102804;Carolina (MA);50345;Hectares;26515;Hectares
MU;2102903;Carutapera (MA);336;Hectares;-;Hectares
MU;2103000;Caxias (MA);12941;Hectares;4200;Hectares
MU;2103109;Cedral (MA);649;Hectares;-;Hectares
MU;2103125;Central do Maranhão (MA);554;Hectares;-;Hectares
MU;2103158;Centro do Guilherme (MA);1413;Hectares;-;Hectares
MU;2103174;Centro Novo do Maranhão (MA);899;Hectares;-;Hectares
MU;2103208;Chapadinha (MA);5890;Hectares;4300;Hectares
MU;2103257;Cidelândia (MA);5288;Hectares;5063;Hectares
MU;2103307;Codó (MA);8065;Hectares;-;Hectares
MU;2103406;Coelho Neto (MA);6355;Hectares;-;Hectares
MU;2103505;Colinas (MA);9019;Hectares;4300;Hectares
MU;2103554;Conceição do Lago-Açu (MA);545;Hectares;-;Hectares
MU;2103604;Coroatá (MA);4145;Hectares;-;Hectares
MU;2103703;Cururupu (MA);511;Hectares;-;Hectares
MU;2103752;Davinópolis (MA);393;Hectares;-;Hectares
MU;2103802;Dom Pedro (MA);1753;Hectares;-;Hectares
MU;2103901;Duque Bacelar (MA);1053;Hectares;-;Hectares
MU;2104008;Esperantinópolis (MA);1724;Hectares;-;Hectares
MU;2104057;Estreito (MA);1649;Hectares;125;Hectares
MU;2104073;Feira Nova do Maranhão (MA);4355;Hectares;1015;Hectares
MU;2104081;Fernando Falcão (MA);9374;Hectares;5900;Hectares
MU;2104099;Formosa da Serra Negra (MA);2410;Hectares;-;Hectares
MU;2104107;Fortaleza dos Nogueiras (MA);19249;Hectares;13610;Hectares
MU;2104206;Fortuna (MA);3363;Hectares;500;Hectares
MU;2104305;Godofredo Viana (MA);265;Hectares;-;Hectares
MU;2104404;Gonçalves Dias (MA);1803;Hectares;-;Hectares
MU;2104503;Governador Archer (MA);619;Hectares;-;Hectares
MU;2104552;Governador Edison Lobão (MA);281;Hectares;-;Hectares
MU;2104602;Governador Eugênio Barros (MA);3593;Hectares;727;Hectares
MU;2104628;Governador Luiz Rocha (MA);4251;Hectares;1690;Hectares
MU;2104651;Governador Newton Bello (MA);543;Hectares;-;Hectares
MU;2104677;Governador Nunes Freire (MA);1400;Hectares;-;Hectares
MU;2104701;Graça Aranha (MA);1264;Hectares;-;Hectares
MU;2104800;Grajaú (MA);28677;Hectares;13348;Hectares
MU;2104909;Guimarães (MA);818;Hectares;-;Hectares
MU;2105005;Humberto de Campos (MA);792;Hectares;-;Hectares
MU;2105104;Icatu (MA);880;Hectares;-;Hectares
MU;2105153;Igarapé do Meio (MA);337;Hectares;-;Hectares
MU;2105203;Igarapé Grande (MA);686;Hectares;-;Hectares
MU;2105302;Imperatriz (MA);237;Hectares;-;Hectares
MU;2105351;Itaipava do Grajaú (MA);882;Hectares;-;Hectares
MU;2105401;Itapecuru Mirim (MA);2611;Hectares;-;Hectares
MU;2105427;Itinga do Maranhão (MA);21323;Hectares;18942;Hectares
MU;2105450;Jatobá (MA);3766;Hectares;420;Hectares
MU;2105476;Jenipapo dos Vieiras (MA);1494;Hectares;-;Hectares
MU;2105500;João Lisboa (MA);345;Hectares;-;Hectares
MU;2105609;Joselândia (MA);712;Hectares;-;Hectares
MU;2105658;Junco do Maranhão (MA);439;Hectares;-;Hectares
MU;2105708;Lago da Pedra (MA);5332;Hectares;1077;Hectares
MU;2105807;Lago do Junco (MA);897;Hectares;-;Hectares
MU;2105906;Lago Verde (MA);563;Hectares;-;Hectares
MU;2105922;Lagoa do Mato (MA);2717;Hectares;1175;Hectares
MU;2105948;Lago dos Rodrigues (MA);1018;Hectares;-;Hectares
MU;2105963;Lagoa Grande do Maranhão (MA);1257;Hectares;-;Hectares
MU;2105989;Lajeado Novo (MA);924;Hectares;638;Hectares
MU;2106003;Lima Campos (MA);1038;Hectares;-;Hectares
MU;2106102;Loreto (MA);52768;Hectares;40120;Hectares
MU;2106201;Luís Domingues (MA);217;Hectares;-;Hectares
MU;2106300;Magalhães de Almeida (MA);6324;Hectares;4750;Hectares
MU;2106326;Maracaçumé (MA);765;Hectares;-;Hectares
MU;2106359;Marajá do Sena (MA);2147;Hectares;500;Hectares
MU;2106375;Maranhãozinho (MA);1050;Hectares;-;Hectares
MU;2106409;Mata Roma (MA);10200;Hectares;8000;Hectares
MU;2106508;Matinha (MA);995;Hectares;-;Hectares
MU;2106607;Matões (MA);5298;Hectares;1000;Hectares
MU;2106631;Matões do Norte (MA);1529;Hectares;-;Hectares
MU;2106672;Milagres do Maranhão (MA);5026;Hectares;3580;Hectares
MU;2106706;Mirador (MA);17377;Hectares;12370;Hectares
MU;2106755;Miranda do Norte (MA);674;Hectares;-;Hectares
MU;2106805;Mirinzal (MA);1033;Hectares;-;Hectares
MU;2106904;Monção (MA);1258;Hectares;-;Hectares
MU;2107001;Montes Altos (MA);562;Hectares;-;Hectares
MU;2107100;Morros (MA);927;Hectares;-;Hectares
MU;2107209;Nina Rodrigues (MA);481;Hectares;-;Hectares
MU;2107258;Nova Colinas (MA);4489;Hectares;3010;Hectares
MU;2107308;Nova Iorque (MA);1979;Hectares;950;Hectares
MU;2107357;Nova Olinda do Maranhão (MA);1098;Hectares;-;Hectares
MU;2107407;Olho d'Água das Cunhãs (MA);620;Hectares;-;Hectares
MU;2107456;Olinda Nova do Maranhão (MA);717;Hectares;-;Hectares
MU;2107506;Paço do Lumiar (MA);22;Hectares;-;Hectares
MU;2107605;Palmeirândia (MA);2194;Hectares;-;Hectares
MU;2107704;Paraibano (MA);2130;Hectares;520;Hectares
MU;2107803;Parnarama (MA);14252;Hectares;8500;Hectares
MU;2107902;Passagem Franca (MA);3643;Hectares;1000;Hectares
MU;2108009;Pastos Bons (MA);11046;Hectares;8557;Hectares
MU;2108058;Paulino Neves (MA);648;Hectares;-;Hectares
MU;2108108;Paulo Ramos (MA);1501;Hectares;-;Hectares
MU;2108207;Pedreiras (MA);697;Hectares;-;Hectares
MU;2108256;Pedro do Rosário (MA);1956;Hectares;-;Hectares
MU;2108306;Penalva (MA);1628;Hectares;-;Hectares
MU;2108405;Peri Mirim (MA);953;Hectares;-;Hectares
MU;2108454;Peritoró (MA);1254;Hectares;-;Hectares
MU;2108504;Pindaré-Mirim (MA);333;Hectares;-;Hectares
MU;2108603;Pinheiro (MA);2191;Hectares;-;Hectares
MU;2108702;Pio XII (MA);989;Hectares;-;Hectares
MU;2108801;Pirapemas (MA);1202;Hectares;-;Hectares
MU;2108900;Poção de Pedras (MA);1390;Hectares;-;Hectares
MU;2109007;Porto Franco (MA);786;Hectares;-;Hectares
MU;2109056;Porto Rico do Maranhão (MA);690;Hectares;-;Hectares
MU;2109106;Presidente Dutra (MA);1966;Hectares;-;Hectares
MU;2109205;Presidente Juscelino (MA);661;Hectares;-;Hectares
MU;2109239;Presidente Médici (MA);617;Hectares;-;Hectares
MU;2109270;Presidente Sarney (MA);1860;Hectares;-;Hectares
MU;2109304;Presidente Vargas (MA);893;Hectares;-;Hectares
MU;2109403;Primeira Cruz (MA);221;Hectares;-;Hectares
MU;2109452;Raposa (MA);5;Hectares;-;Hectares
MU;2109502;Riachão (MA);77107;Hectares;52020;Hectares
MU;2109551;Ribamar Fiquene (MA);1729;Hectares;-;Hectares
MU;2109601;Rosário (MA);206;Hectares;-;Hectares
MU;2109700;Sambaíba (MA);68136;Hectares;51955;Hectares
MU;2109759;Santa Filomena do Maranhão (MA);993;Hectares;-;Hectares
MU;2109809;Santa Helena (MA);868;Hectares;-;Hectares
MU;2109908;Santa Inês (MA);509;Hectares;-;Hectares
MU;2110005;Santa Luzia (MA);19926;Hectares;8140;Hectares
MU;2110039;Santa Luzia do Paruá (MA);1131;Hectares;-;Hectares
MU;2110104;Santa Quitéria do Maranhão (MA);5612;Hectares;3720;Hectares
MU;2110203;Santa Rita (MA);687;Hectares;-;Hectares
MU;2110237;Santana do Maranhão (MA);1349;Hectares;-;Hectares
MU;2110278;Santo Amaro do Maranhão (MA);201;Hectares;-;Hectares
MU;2110302;Santo Antônio dos Lopes (MA);1546;Hectares;-;Hectares
MU;2110401;São Benedito do Rio Preto (MA);2971;Hectares;1320;Hectares
MU;2110500;São Bento (MA);1182;Hectares;-;Hectares
MU;2110609;São Bernardo (MA);3797;Hectares;1600;Hectares
MU;2110658;São Domingos do Azeitão (MA);39800;Hectares;25769;Hectares
MU;2110708;São Domingos do Maranhão (MA);6728;Hectares;1500;Hectares
MU;2110807;São Félix de Balsas (MA);4358;Hectares;2762;Hectares
MU;2110856;São Francisco do Brejão (MA);561;Hectares;-;Hectares
MU;2110906;São Francisco do Maranhão (MA);1916;Hectares;600;Hectares
MU;2111003;São João Batista (MA);486;Hectares;-;Hectares
MU;2111029;São João do Carú (MA);769;Hectares;-;Hectares
MU;2111052;São João do Paraíso (MA);490;Hectares;20;Hectares
MU;2111078;São João do Soter (MA);4114;Hectares;2430;Hectares
MU;2111102;São João dos Patos (MA);4429;Hectares;1876;Hectares
MU;2111201;São José de Ribamar (MA);16;Hectares;-;Hectares
MU;2111250;São José dos Basílios (MA);1911;Hectares;-;Hectares
MU;2111300;São Luís (MA);18;Hectares;-;Hectares
MU;2111409;São Luís Gonzaga do Maranhão (MA);1868;Hectares;-;Hectares
MU;2111508;São Mateus do Maranhão (MA);5288;Hectares;-;Hectares
MU;2111532;São Pedro da Água Branca (MA);573;Hectares;-;Hectares
MU;2111573;São Pedro dos Crentes (MA);999;Hectares;317;Hectares
MU;2111607;São Raimundo das Mangabeiras (MA);63090;Hectares;19339;Hectares
MU;2111631;São Raimundo do Doca Bezerra (MA);909;Hectares;-;Hectares
MU;2111672;São Roberto (MA);443;Hectares;-;Hectares
MU;2111706;São Vicente Ferrer (MA);1352;Hectares;-;Hectares
MU;2111722;Satubinha (MA);551;Hectares;-;Hectares
MU;2111748;Senador Alexandre Costa (MA);5151;Hectares;350;Hectares
MU;2111763;Senador La Rocque (MA);286;Hectares;-;Hectares
MU;2111789;Serrano do Maranhão (MA);1067;Hectares;-;Hectares
MU;2111805;Sítio Novo (MA);3044;Hectares;150;Hectares
MU;2111904;Sucupira do Norte (MA);5888;Hectares;4137;Hectares
MU;2111953;Sucupira do Riachão (MA);846;Hectares;-;Hectares
MU;2112001;Tasso Fragoso (MA);264262;Hectares;186387;Hectares
MU;2112100;Timbiras (MA);2590;Hectares;-;Hectares
MU;2112209;Timon (MA);3407;Hectares;-;Hectares
MU;2112233;Trizidela do Vale (MA);700;Hectares;-;Hectares
MU;2112274;Tufilândia (MA);200;Hectares;-;Hectares
MU;2112308;Tuntum (MA);9796;Hectares;-;Hectares
MU;2112407;Turiaçu (MA);3293;Hectares;-;Hectares
MU;2112456;Turilândia (MA);1453;Hectares;-;Hectares
MU;2112506;Tutóia (MA);3082;Hectares;-;Hectares
MU;2112605;Urbano Santos (MA);2862;Hectares;800;Hectares
MU;2112704;Vargem Grande (MA);2269;Hectares;-;Hectares
MU;2112803;Viana (MA);2047;Hectares;-;Hectares
MU;2112852;Vila Nova dos Martírios (MA);4053;Hectares;3350;Hectares
MU;2112902;Vitória do Mearim (MA);2081;Hectares;-;Hectares
MU;2113009;Vitorino Freire (MA);2185;Hectares;-;Hectares
MU;2114007;Zé Doca (MA);1504;Hectares;-;Hectares
MU;2200053;Acauã (PI);5409;Hectares;-;Hectares
MU;2200103;Agricolândia (PI);1585;Hectares;810;Hectares
MU;2200202;Água Branca (PI);618;Hectares;-;Hectares
MU;2200251;Alagoinha do Piauí (PI);6222;Hectares;-;Hectares
MU;2200277;Alegrete do Piauí (PI);5512;Hectares;-;Hectares
MU;2200301;Alto Longá (PI);2721;Hectares;-;Hectares
MU;2200400;Altos (PI);1579;Hectares;-;Hectares
MU;2200459;Alvorada do Gurguéia (PI);2879;Hectares;1790;Hectares
MU;2200509;Amarante (PI);3502;Hectares;-;Hectares
MU;2200608;Angical do Piauí (PI);913;Hectares;-;Hectares
MU;2200707;Anísio de Abreu (PI);3180;Hectares;-;Hectares
MU;2200806;Antônio Almeida (PI);6902;Hectares;6326;Hectares
MU;2200905;Aroazes (PI);905;Hectares;-;Hectares
MU;2200954;Aroeiras do Itaim (PI);3520;Hectares;-;Hectares
MU;2201002;Arraial (PI);1191;Hectares;-;Hectares
MU;2201051;Assunção do Piauí (PI);2013;Hectares;-;Hectares
MU;2201101;Avelino Lopes (PI);1940;Hectares;-;Hectares
MU;2201150;Baixa Grande do Ribeiro (PI);274390;Hectares;196504;Hectares
MU;2201176;Barra D'Alcântara (PI);693;Hectares;-;Hectares
MU;2201200;Barras (PI);5016;Hectares;-;Hectares
MU;2201309;Barreiras do Piauí (PI);495;Hectares;-;Hectares
MU;2201408;Barro Duro (PI);1085;Hectares;-;Hectares
MU;2201507;Batalha (PI);3575;Hectares;-;Hectares
MU;2201556;Bela Vista do Piauí (PI);2260;Hectares;-;Hectares
MU;2201572;Belém do Piauí (PI);2406;Hectares;-;Hectares
MU;2201606;Beneditinos (PI);1504;Hectares;-;Hectares
MU;2201705;Bertolínia (PI);700;Hectares;-;Hectares
MU;2201739;Betânia do Piauí (PI);2380;Hectares;-;Hectares
MU;2201770;Boa Hora (PI);1503;Hectares;800;Hectares
MU;2201804;Bocaina (PI);2127;Hectares;-;Hectares
MU;2201903;Bom Jesus (PI);103902;Hectares;77214;Hectares
MU;2201919;Bom Princípio do Piauí (PI);6715;Hectares;-;Hectares
MU;2201929;Bonfim do Piauí (PI);2138;Hectares;-;Hectares
MU;2201945;Boqueirão do Piauí (PI);789;Hectares;-;Hectares
MU;2201960;Brasileira (PI);881;Hectares;-;Hectares
MU;2201988;Brejo do Piauí (PI);1336;Hectares;-;Hectares
MU;2202000;Buriti dos Lopes (PI);5216;Hectares;-;Hectares
MU;2202026;Buriti dos Montes (PI);1780;Hectares;-;Hectares
MU;2202059;Cabeceiras do Piauí (PI);1275;Hectares;-;Hectares
MU;2202075;Cajazeiras do Piauí (PI);893;Hectares;-;Hectares
MU;2202083;Cajueiro da Praia (PI);2411;Hectares;-;Hectares
MU;2202091;Caldeirão Grande do Piauí (PI);9410;Hectares;-;Hectares
MU;2202109;Campinas do Piauí (PI);1446;Hectares;-;Hectares
MU;2202117;Campo Alegre do Fidalgo (PI);1504;Hectares;-;Hectares
MU;2202133;Campo Grande do Piauí (PI);5120;Hectares;-;Hectares
MU;2202174;Campo Largo do Piauí (PI);896;Hectares;-;Hectares
MU;2202208;Campo Maior (PI);2342;Hectares;-;Hectares
MU;2202251;Canavieira (PI);1446;Hectares;-;Hectares
MU;2202307;Canto do Buriti (PI);8697;Hectares;-;Hectares
MU;2202406;Capitão de Campos (PI);1479;Hectares;-;Hectares
MU;2202455;Capitão Gervásio Oliveira (PI);519;Hectares;-;Hectares
MU;2202505;Caracol (PI);5227;Hectares;-;Hectares
MU;2202539;Caraúbas do Piauí (PI);691;Hectares;-;Hectares
MU;2202554;Caridade do Piauí (PI);2270;Hectares;-;Hectares
MU;2202604;Castelo do Piauí (PI);2779;Hectares;-;Hectares
MU;2202653;Caxingó (PI);666;Hectares;-;Hectares
MU;2202703;Cocal (PI);16271;Hectares;-;Hectares
MU;2202711;Cocal de Telha (PI);781;Hectares;-;Hectares
MU;2202729;Cocal dos Alves (PI);2666;Hectares;-;Hectares
MU;2202737;Coivaras (PI);656;Hectares;-;Hectares
MU;2202752;Colônia do Gurguéia (PI);501;Hectares;-;Hectares
MU;2202778;Colônia do Piauí (PI);1658;Hectares;-;Hectares
MU;2202802;Conceição do Canindé (PI);431;Hectares;-;Hectares
MU;2202851;Coronel José Dias (PI);1450;Hectares;-;Hectares
MU;2202901;Corrente (PI);21829;Hectares;18536;Hectares
MU;2203008;Cristalândia do Piauí (PI);2468;Hectares;1200;Hectares
MU;2203107;Cristino Castro (PI);779;Hectares;-;Hectares
MU;2203206;Curimatá (PI);1950;Hectares;-;Hectares
MU;2203230;Currais (PI);66483;Hectares;37681;Hectares
MU;2203255;Curralinhos (PI);599;Hectares;-;Hectares
MU;2203271;Curral Novo do Piauí (PI);2185;Hectares;-;Hectares
MU;2203305;Demerval Lobão (PI);516;Hectares;-;Hectares
MU;2203354;Dirceu Arcoverde (PI);1215;Hectares;-;Hectares
MU;2203404;Dom Expedito Lopes (PI);2611;Hectares;-;Hectares
MU;2203420;Domingos Mourão (PI);1470;Hectares;-;Hectares
MU;2203453;Dom Inocêncio (PI);4862;Hectares;-;Hectares
MU;2203503;Elesbão Veloso (PI);4220;Hectares;-;Hectares
MU;2203602;Eliseu Martins (PI);1690;Hectares;-;Hectares
MU;2203701;Esperantina (PI);3936;Hectares;-;Hectares
MU;2203750;Fartura do Piauí (PI);1332;Hectares;-;Hectares
MU;2203800;Flores do Piauí (PI);1385;Hectares;-;Hectares
MU;2203859;Floresta do Piauí (PI);409;Hectares;-;Hectares
MU;2203909;Floriano (PI);2318;Hectares;-;Hectares
MU;2204006;Francinópolis (PI);746;Hectares;-;Hectares
MU;2204105;Francisco Ayres (PI);2642;Hectares;-;Hectares
MU;2204154;Francisco Macedo (PI);1075;Hectares;-;Hectares
MU;2204204;Francisco Santos (PI);2790;Hectares;-;Hectares
MU;2204303;Fronteiras (PI);5900;Hectares;-;Hectares
MU;2204352;Geminiano (PI);2445;Hectares;-;Hectares
MU;2204402;Gilbués (PI);52586;Hectares;37562;Hectares
MU;2204501;Guadalupe (PI);1315;Hectares;575;Hectares
MU;2204550;Guaribas (PI);2037;Hectares;-;Hectares
MU;2204600;Hugo Napoleão (PI);790;Hectares;-;Hectares
MU;2204659;Ilha Grande (PI);623;Hectares;-;Hectares
MU;2204709;Inhuma (PI);5974;Hectares;-;Hectares
MU;2204808;Ipiranga do Piauí (PI);1263;Hectares;-;Hectares
MU;2204907;Isaías Coelho (PI);3250;Hectares;-;Hectares
MU;2205003;Itainópolis (PI);5527;Hectares;-;Hectares
MU;2205102;Itaueira (PI);9195;Hectares;-;Hectares
MU;2205151;Jacobina do Piauí (PI);1672;Hectares;-;Hectares
MU;2205201;Jaicós (PI);7500;Hectares;-;Hectares
MU;2205250;Jardim do Mulato (PI);830;Hectares;-;Hectares
MU;2205276;Jatobá do Piauí (PI);1537;Hectares;-;Hectares
MU;2205300;Jerumenha (PI);358;Hectares;-;Hectares
MU;2205359;João Costa (PI);410;Hectares;-;Hectares
MU;2205409;Joaquim Pires (PI);1795;Hectares;-;Hectares
MU;2205458;Joca Marques (PI);634;Hectares;-;Hectares
MU;2205508;José de Freitas (PI);7032;Hectares;-;Hectares
MU;2205516;Juazeiro do Piauí (PI);1514;Hectares;-;Hectares
MU;2205524;Júlio Borges (PI);1345;Hectares;-;Hectares
MU;2205532;Jurema (PI);2816;Hectares;-;Hectares
MU;2205540;Lagoinha do Piauí (PI);380;Hectares;-;Hectares
MU;2205557;Lagoa Alegre (PI);890;Hectares;-;Hectares
MU;2205565;Lagoa do Barro do Piauí (PI);1489;Hectares;-;Hectares
MU;2205573;Lagoa de São Francisco (PI);1280;Hectares;-;Hectares
MU;2205581;Lagoa do Piauí (PI);735;Hectares;-;Hectares
MU;2205599;Lagoa do Sítio (PI);3815;Hectares;-;Hectares
MU;2205607;Landri Sales (PI);9203;Hectares;8000;Hectares
MU;2205706;Luís Correia (PI);10219;Hectares;-;Hectares
MU;2205805;Luzilândia (PI);1906;Hectares;-;Hectares
MU;2205854;Madeiro (PI);822;Hectares;-;Hectares
MU;2205904;Manoel Emídio (PI);956;Hectares;-;Hectares
MU;2205953;Marcolândia (PI);3603;Hectares;-;Hectares
MU;2206001;Marcos Parente (PI);386;Hectares;-;Hectares
MU;2206050;Massapê do Piauí (PI);1610;Hectares;-;Hectares
MU;2206100;Matias Olímpio (PI);1044;Hectares;-;Hectares
MU;2206209;Miguel Alves (PI);6943;Hectares;-;Hectares
MU;2206308;Miguel Leão (PI);313;Hectares;-;Hectares
MU;2206357;Milton Brandão (PI);1849;Hectares;-;Hectares
MU;2206407;Monsenhor Gil (PI);1142;Hectares;-;Hectares
MU;2206506;Monsenhor Hipólito (PI);3070;Hectares;-;Hectares
MU;2206605;Monte Alegre do Piauí (PI);25450;Hectares;17310;Hectares
